id,name,country,country_code,city,lat,lon,field_category,field_category_en,field_category_it,fields_offered,fields_source,monthly_room_rent_eur,room_rent_level,room_rent_source,domain,website,the_world_rank,the_overall_score,the_teaching,the_research,the_citations,the_international_outlook,the_industry_income
557,Université de Rouen - Haute Normandie,France,FR,Rouen,49.44313,1.09932,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,279,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,univ-rouen.fr,http://www.univ-rouen.fr/,1201–1500,27.3,24.9,13.9,38.3,55.9,51.6
558,Université de Savoie,France,FR,Chambéry,45.56628,5.92079,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,500,country:city-derived,https://erasmusplay.com/en/strasbourg.html,univ-savoie.fr,http://www.univ-savoie.fr/,,,,,,,
559,Université Jean Monnet,France,FR,Saint-Étienne,45.43389,4.39,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,168,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,univ-st-etienne.fr,http://www.univ-st-etienne.fr/,,,,,,,
560,"Université du Sud, Toulon et Var",France,FR,Toulon,43.12442,5.92836,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,326,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,univ-tln.fr,http://www.univ-tln.fr/,,,,,,,
561,Université des Sciences Sociales (Toulouse I),France,FR,Toulouse,43.60426,1.44367,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,475,city,https://www.locservice.fr/haute-garonne-31/location-chambre-toulouse.html,univ-tlse1.fr,http://www.univ-tlse1.fr/,,,,,,,
562,Université de Toulouse-le-Mirail (Toulouse II),France,FR,Toulouse,43.60426,1.44367,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,475,city,https://www.locservice.fr/haute-garonne-31/location-chambre-toulouse.html,univ-tlse2.fr,http://www.univ-tlse2.fr/,,,,,,,
563,Université de Toulouse-le-Mirail (Toulouse III),France,FR,Toulouse,43.60426,1.44367,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,475,city,https://www.locservice.fr/haute-garonne-31/location-chambre-toulouse.html,univ-tlse3.fr,http://www.univ-tlse3.fr/,,,,,,,
564,Université de Toulouse,France,FR,Toulouse,43.60426,1.44367,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,475,city,https://www.locservice.fr/haute-garonne-31/location-chambre-toulouse.html,univ-toulouse.fr,http://www.univ-toulouse.fr/,,,,,,,
565,Université François Rabelais de Tours,France,FR,Tours,47.39484,0.70398,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,281,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,univ-tours.fr,http://www.univ-tours.fr/,,,,,,,
566,Université de Bretagne Sud,France,FR,Lorient,47.74817,-3.37177,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,500,country:city-derived,https://erasmusplay.com/en/strasbourg.html,univ-ubs.fr,http://www.univ-ubs.fr/,,,,,,,
567,Université de Valenciennes et du Hainaut-Cambrésis,France,FR,Valenciennes,50.35909,3.52506,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,500,country:city-derived,https://erasmusplay.com/en/strasbourg.html,univ-valenciennes.fr,http://www.univ-valenciennes.fr/,,,,,,,
568,Université Paris Nanterre (Paris X),France,FR,Paris,48.85341,2.3488,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,800,city,https://housinganywhere.com/Paris--France/paris-cost-of-living,u-paris10.fr,http://www.u-paris10.fr/,1501+,10.3,21.5,16.6,27.0,61.5,35.7
569,Université Panthéon-Assas (Paris II),France,FR,Paris,48.85341,2.3488,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ART|BUS|HUM|ICT|LAW|MED|SOC,ETER,800,city,https://housinganywhere.com/Paris--France/paris-cost-of-living,u-paris2.fr,http://www.u-paris2.fr/,Reporter,,,,,,
570,Université de Picardie Jules-Verne,France,FR,Amiens,49.9,2.3,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,241,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,u-picardie.fr,http://www.u-picardie.fr/,,,,,,,
571,Université Paul Sabatier (Toulouse III),France,FR,Toulouse,43.60426,1.44367,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,475,city,https://www.locservice.fr/haute-garonne-31/location-chambre-toulouse.html,ups-tlse.fr,http://www.ups-tlse.fr/,,,,,,,
572,Université Paris Sud (Paris XI),France,FR,Paris,48.85341,2.3488,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,800,city,https://housinganywhere.com/Paris--France/paris-cost-of-living,u-psud.fr,http://www.u-psud.fr/,,,,,,,
573,Université d'Aix-Marseille,France,FR,Marseille,43.29695,5.38107,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,545,city,https://www.locservice.fr/bouches-du-rhone-13/location-chambre-marseille.html,univ-amu.fr,http://www.univ-amu.fr/,,,,,,,
574,Université de Provence (Aix-Marseille I),France,FR,Marseille,43.29695,5.38107,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,545,city,https://www.locservice.fr/bouches-du-rhone-13/location-chambre-marseille.html,up.univ-mrs.fr,http://www.up.univ-mrs.fr/,,,,,,,
575,Université des Sciences Humaines (Strasbourg II),France,FR,Strasbourg,48.58392,7.74553,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ARC|ENG|ICT|SCI,ETER,530,city,https://www.locservice.fr/bas-rhin-67/location-chambre-strasbourg.html,ushs.u-strasbg.fr,http://ushs.u-strasbg.fr/,,,,,,,
576,Université de Technologie de Belfort Montbéliard,France,FR,Belfort,47.64218,6.85385,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,500,country:city-derived,https://erasmusplay.com/en/strasbourg.html,utbm.fr,http://www.utbm.fr/,,,,,,,
577,Université de Technologie de Compiègne,France,FR,Compiègne,49.41794,2.82606,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,231,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,utc.fr,http://www.utc.fr/,,,,,,,
578,Université de Technologie de Troyes,France,FR,Troyes,48.30073,4.08524,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,500,country:city-derived,https://erasmusplay.com/en/strasbourg.html,utt.fr,http://www.utt.fr/,,,,,,,
579,Université de Versailles Saint-Quentin-en-Yvelines,France,FR,Saint-Quentin-en-Yvelines,48.77186,2.01891,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,500,country:city-derived,https://erasmusplay.com/en/strasbourg.html,uvsq.fr,http://www.uvsq.fr/,,,,,,,
580,Ecole Nationale Vétérinaire d'Alfort,France,FR,Maisons-Alfort,48.81171,2.43945,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,500,country:city-derived,https://erasmusplay.com/en/strasbourg.html,vet-alfort.fr,http://www.vet-alfort.fr/,,,,,,,
581,Ecole Nationale Vétérinaire de Lyon,France,FR,Lyon,45.74906,4.84789,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,520,city,https://www.locservice.fr/rhone-69/location-chambre-lyon.html,vet-lyon.fr,http://www.vet-lyon.fr/,,,,,,,
582,Ecole Nationale Vétérinaire de Nantes,France,FR,Nantes,47.21725,-1.55336,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,450,city,https://www.locservice.fr/loire-atlantique-44/location-chambre-nantes.html,vet-nantes.fr,http://www.vet-nantes.fr/,,,,,,,
583,"Ecole Européenne de Chimie, Polymères et Matériaux de Strasbourg",France,FR,Strasbourg,48.58392,7.74553,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,530,city,https://www.locservice.fr/bas-rhin-67/location-chambre-strasbourg.html,www-ecpm.u-strasbg.fr,http://www-ecpm.u-strasbg.fr/,,,,,,,
584,Ecole Nationale du Génie de l'Eau et de l'Environnement de Strasbourg,France,FR,Strasbourg,48.58392,7.74553,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,530,city,https://www.locservice.fr/bas-rhin-67/location-chambre-strasbourg.html,www-engees.u-strasbg.fr,http://www-engees.u-strasbg.fr/,,,,,,,
585,Ecole Nationale Supérieure des Arts et Industries de Strasbourg,France,FR,Strasbourg,48.58392,7.74553,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,530,city,https://www.locservice.fr/bas-rhin-67/location-chambre-strasbourg.html,www-ensais.u-strasbg.fr,http://www-ensais.u-strasbg.fr/,,,,,,,
586,Institut polytechnique de Grenoble,France,FR,Grenoble,45.17869,5.71479,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,261,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,grenoble-inp.fr,https://grenoble-inp.fr/,,,,,,,
587,Ecole Nationale Supérieure de Physique de Strasbourg,France,FR,Strasbourg,48.58392,7.74553,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,530,city,https://www.locservice.fr/bas-rhin-67/location-chambre-strasbourg.html,www-ensps.u-strasbg.fr,http://www-ensps.u-strasbg.fr/,,,,,,,
588,Université Louis Pasteur (Strasbourg I),France,FR,Strasbourg,48.58392,7.74553,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,530,city,https://www.locservice.fr/bas-rhin-67/location-chambre-strasbourg.html,www-ulp.u-strasbg.fr,http://www-ulp.u-strasbg.fr/,,,,,,,
589,Université Robert Schuman (Strasbourg III),France,FR,Strasbourg,48.58392,7.74553,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,530,city,https://www.locservice.fr/bas-rhin-67/location-chambre-strasbourg.html,www-urs.u-strasbg.fr,http://www-urs.u-strasbg.fr/,,,,,,,
590,Université de Strasbourg,France,FR,Strasbourg,48.58392,7.74553,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,530,city,https://www.locservice.fr/bas-rhin-67/location-chambre-strasbourg.html,unistra.fr,https://www.unistra.fr/,,,,,,,
591,Ecole pour l'Informatique et les nouvelles Technologies,France,FR,Paris,48.85341,2.3488,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,800,city,https://housinganywhere.com/Paris--France/paris-cost-of-living,epitech.eu,http://www.epitech.eu/,,,,,,,
592,Ecole Pour l'Informatique et les Techniques Avancees,France,FR,Le Kremlin-Bicêtre,48.81471,2.36073,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ARC|ENG|ICT,ETER,500,country:city-derived,https://erasmusplay.com/en/strasbourg.html,epita.fr,http://www.epita.fr/,,,,,,,
593,Institut polytechnique des sciences avancees,France,FR,Ivry-sur-Seine,48.81568,2.38487,ENG,Engineering & Technology,Ingegneria e Tecnologia,AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,500,country:city-derived,https://erasmusplay.com/en/strasbourg.html,ipsa.fr,http://www.ipsa.fr/,,,,,,,
594,Ecole des technologies numeriques appliquees,France,FR,Ivry-sur-Seine,48.81568,2.38487,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,500,country:city-derived,https://erasmusplay.com/en/strasbourg.html,etna.io,http://www.etna.io/,,,,,,,
595,Institut Sup'Biotech de Paris,France,FR,Paris,48.85341,2.3488,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,800,city,https://housinganywhere.com/Paris--France/paris-cost-of-living,supbiotech.fr,http://www.supbiotech.fr/,,,,,,,
596,IU Internationale Hochschule GmbH,Germany,DE,Erfurt,50.97734,11.03536,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,225,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,iubh-fernstudium.de,https://www.iu-fernstudium.de/,,,,,,,
597,"AKAD Hochschulen für Berufstätige, Fachhochschule Leipzig",Germany,DE,Leipzig,51.33962,12.37129,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,490,city,https://housinganywhere.com/s/Leipzig--Germany/private-rooms,akad.de,http://www.akad.de/,,,,,,,
598,Alice-Salomon-Fachhochschule für Sozialarbeit und Sozialpädagogik Berlin,Germany,DE,Berlin,52.52437,13.41053,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,633,city,https://housinganywhere.com/rent-index-by-city,asfh-berlin.de,http://www.asfh-berlin.de/,,,,,,,
599,Augustana Hochschule Neuendettelsau,Germany,DE,Neuendettelsau,,,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,500,country:city-derived,https://acolyteliving.com/post/room-rent-in-germany-for-students-2025-guide,augustana.de,http://www.augustana.de/,,,,,,,
600,Kirchliche Hochschule Bethel,Germany,DE,Bielefeld,52.03333,8.53333,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,360,city,https://www.moses-mendelssohn-institut.de/aktuelles/Studentische_Wohnkosten_Hochschulorte_WiSe_2025_2026/,bethel.de,http://www.bethel.de/,,,,,,,
601,BiTS - Business and Information Technology School gGmbH,Germany,DE,Iserlohn,51.37547,7.70281,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,500,country:city-derived,https://acolyteliving.com/post/room-rent-in-germany-for-students-2025-guide,bits-iserlohn.de,http://www.bits-iserlohn.de/,,,,,,,
602,Cologne Business School,Germany,DE,Köln,50.93333,6.95,BUS,"Business, Economics & Management",Economia e Management,BUS,name-heuristic,800,city,https://housinganywhere.com/rent-index-by-city,cbs.de,http://www.cbs.de/,,,,,,,
603,CODE University of Applied Sciences Berlin,Germany,DE,Berlin,52.52437,13.41053,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),BUS|EDU|ICT|LAW,ETER,633,city,https://housinganywhere.com/rent-index-by-city,code.berlin,http://code.berlin/,,,,,,,
604,Deutsche Hochschule für Verwaltungswissenschaften Speyer,Germany,DE,Speyer,49.32083,8.43111,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,500,country:city-derived,https://acolyteliving.com/post/room-rent-in-germany-for-students-2025-guide,dhv-speyer.de,http://www.dhv-speyer.de/,,,,,,,
605,DIPLOMA-Fachhochschule Ölsnitz/Vogtland,Germany,DE,Bad Sooden-Allendorf,,,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,500,country:city-derived,https://acolyteliving.com/post/room-rent-in-germany-for-students-2025-guide,diploma.de,http://www.diploma.de/,,,,,,,
606,Deutsche Sporthochschule Köln,Germany,DE,Köln,50.93333,6.95,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,EDU,name-heuristic,800,city,https://housinganywhere.com/rent-index-by-city,dshs-koeln.de,http://www.dshs-koeln.de/,,,,,,,
607,E.A.P. Europäische Wirtschaftshochschule Berlin,Germany,DE,Berlin,52.52437,13.41053,BUS,"Business, Economics & Management",Economia e Management,BUS,name-heuristic,633,city,https://housinganywhere.com/rent-index-by-city,eap.net,http://www.eap.net/,,,,,,,
608,Europäische Betriebswirtschafts-Akademie,Germany,DE,Munich,48.13743,11.57549,BUS,"Business, Economics & Management",Economia e Management,BUS,name-heuristic,808,city,https://housinganywhere.com/rent-index-by-city,eba-muenchen.de,http://www.eba-muenchen.de/,,,,,,,
609,European Business School Schloß Reichartshausen,Germany,DE,Oestrich-Winkel,,,BUS,"Business, Economics & Management",Economia e Management,BUS,name-heuristic,500,country:city-derived,https://acolyteliving.com/post/room-rent-in-germany-for-students-2025-guide,ebs.de,http://www.ebs.de/,,,,,,,
610,European College of Liberal Arts,Germany,DE,Berlin,52.52437,13.41053,HUM,Humanities & Languages,Studi Umanistici e Lingue,HUM,name-heuristic,633,city,https://housinganywhere.com/rent-index-by-city,ecla.de,http://www.ecla.de/,,,,,,,
611,Evangelische Fachhochschule Rheinland-Westfalen-Lippe,Germany,DE,Bochum,51.48165,7.21648,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,217,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,efh-bochum.de,http://www.efh-bochum.de/,,,,,,,
612,Evangelische Fachhochschule Darmstadt,Germany,DE,Darmstadt,49.87167,8.65027,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,356,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,eh-darmstadt.de,https://www.eh-darmstadt.de/,,,,,,,
613,"Evangelische Fachhochschule Freiburg, Hochschule für Soziale Arbeit, Diakonie und Religionspädagogik",Germany,DE,Freiburg,47.9959,7.85222,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,490,city,https://www.wg-gesucht.de/en/artikel/mietspiegel-wie-viel-kostet-ein-wg-zimmer-in-deutschen-staedten,efh-freiburg.de,http://www.efh-freiburg.de/,,,,,,,
614,Evangelische Fachhochschule Hannover,Germany,DE,Hannover,52.37052,9.73322,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,615,city,https://housinganywhere.com/s/Hannover--Germany/private-rooms,efh-hannover.de,http://www.efh-hannover.de/,,,,,,,
615,Evangelische Fachhochschule Ludwigshafen Hochschule für Sozial- und Gesundheitswesen,Germany,DE,Ludwigshafen am Rhein,49.48121,8.44641,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,244,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,efhlu.de,http://www.efhlu.de/,,,,,,,
616,"Evangelische Fachhochschule Reutlingen-Ludwigsburg, Hochschule für Soziale Arbeit, Religionspädagogik und Diakonie",Germany,DE,Reutlingen,48.49144,9.20427,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,272,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,efh-reutlingen-ludwigsburg.de,http://www.efh-reutlingen-ludwigsburg.de/,,,,,,,
617,Evangelische Hochschule für Soziale Arbeit Dresden (FH),Germany,DE,Dresden,51.05089,13.73832,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,435,city,https://www.wg-gesucht.de/en/artikel/mietspiegel-wie-viel-kostet-ein-wg-zimmer-in-deutschen-staedten,ehs-dresden.de,http://www.ehs-dresden.de/,,,,,,,
618,European Management School,Germany,DE,Mainz,49.98185,8.28008,BUS,"Business, Economics & Management",Economia e Management,BUS,name-heuristic,373,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,ems-mainz.de,http://www.ems-mainz.de/,,,,,,,
619,Europäische Fachhochschule,Germany,DE,Brühl,50.82928,6.90499,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,500,country:city-derived,https://acolyteliving.com/post/room-rent-in-germany-for-students-2025-guide,eufh.de,http://www.eufh.de/,,,,,,,
620,Europa-Universität Viadrina Frankfurt (Oder),Germany,DE,Frankfurt am Main,50.11552,8.68417,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,620,city,https://housinganywhere.com/s/Frankfurt-am-Main--Germany/private-rooms,euv-frankfurt-o.de,http://www.euv-frankfurt-o.de/,,,,,,,
